RK,PLAYER,POS,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
456,Ben Skowronek   PIT,WR,16,8.2,0.0,0.0,0.0,BYE,0.0,0.0,1.3,0.0,0.0,0.0,2.1,0.0,1.3,0.0,0.0,,0.0,0.8,12.9
457,Joe Milton III   DAL,QB,4,,,0.6,,,,,6.3,,BYE,,,,,,-0.9,,6.2,3.1,12.3
458,Josh Reynolds   NYJ,WR,5,1.8,,,0.0,4.9,2.5,2.9,,BYE,,,,,,,,,,2.4,12.1
459,Shedrick Jackson   LV,WR,5,,,,,,,0.0,BYE,,,,,,8.5,0.0,,2.0,1.4,2.4,11.9
460,Quintin Morris   JAC,TE,13,,0.0,,0.0,0.0,0.0,,BYE,,0.0,1.1,0.0,1.4,0.0,2.0,0.5,0.0,6.5,0.9,11.5
461,Ian Thomas   LV,TE,15,0.0,0.0,0.0,0.0,2.0,0.4,0.0,BYE,0.9,0.0,2.0,3.6,0.8,1.7,,,0.0,0.0,0.8,11.4
462,Chris Oladokun   KC,QB,3,,,,,,,,,,BYE,,,,,,5.1,7.7,-1.7,3.7,11.2
463,KeAndre Lambert-Smith   LAC,WR,10,0.0,0.0,,0.0,0.0,0.1,,,0.0,,,BYE,,,7.6,1.0,0.0,2.4,1.1,11.1
463,Johnny Mundt   JAC,TE,16,0.0,0.0,0.7,0.0,0.7,1.4,0.9,BYE,0.0,2.1,2.5,1.2,0.0,,0.0,0.0,0.0,1.6,0.7,11.1
465,Kene Nwangwu   NYJ,RB,10,0.0,,,,,0.0,0.0,,BYE,6.0,0.0,0.0,,0.0,,0.0,3.1,1.8,1.1,10.9
466,Nate Adkins   DEN,TE,9,,,0.0,0.5,0.0,8.3,2.0,0.0,,,,BYE,,,0.0,0.0,,0.0,1.2,10.8
467,Jamari Thrash   CLE,WR,9,0.6,0.5,0.7,0.0,2.2,1.3,2.3,3.1,BYE,0.0,,,,,,,,,1.2,10.7
467,Dante Pettis   NO,WR,8,,,,,,,,,,0.0,BYE,1.4,0.0,0.0,0.0,0.0,3.3,6.0,1.3,10.7
469,Jack Stoll   NO,TE,15,0.0,0.0,8.1,0.7,0.0,0.0,0.0,0.0,0.0,,BYE,0.7,0.0,0.0,0.7,0.4,0.0,,0.7,10.6
470,Andy Dalton   CAR,QB,4,,,-0.1,6.3,,,2.2,2.1,,,,,,BYE,,,,,2.6,10.5
470,Tylan Wallace   BAL,WR,14,0.0,8.5,0.0,1.4,0.0,0.0,BYE,0.6,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.8,10.5
472,Tyler Conklin   LAC,TE,10,5.2,0.0,0.0,0.3,3.0,0.0,,0.0,,1.2,,BYE,0.0,,,,,0.6,1.0,10.3
473,Skyy Moore   SF,WR,17,0.0,0.0,1.0,0.0,0.1,0.0,1.5,0.0,2.1,1.8,0.0,0.0,0.0,BYE,0.0,2.3,1.0,0.0,0.6,9.8
474,Kenny Pickett   LV,QB,6,,,,,,,-1.7,BYE,,0.0,,,,8.5,2.3,,0.6,0.0,1.6,9.7
474,Adam Prentice   DEN,RB,17,0.4,0.0,0.0,0.4,0.8,0.3,0.0,0.0,0.2,1.3,1.4,BYE,1.4,3.3,-0.1,0.0,0.3,0.0,0.6,9.7
474,Will Dissly   LAC,TE,9,1.8,0.7,,,,1.8,0.0,,,,,BYE,,0.1,0.0,2.8,1.9,0.6,1.1,9.7
474,Brittain Brown   CHI,RB,2,,,,,BYE,,,,9.7,,,,,,0.0,,,,4.9,9.7
478,Josh Whyle   GB,TE,8,,,,,BYE,,,,,0.0,6.2,0.1,0.0,2.1,0.0,,0.8,0.4,1.2,9.6
478,DJ Giddens   IND,RB,9,4.1,0.0,0.3,0.0,2.2,0.0,0.0,,,,BYE,,,,,,0.0,3.0,1.1,9.6
480,Ryan Miller   NYG,WR,13,0.0,8.0,0.0,0.0,0.0,0.0,1.4,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.7,9.4
480,Casey Washington   ATL,WR,7,3.3,,,1.9,BYE,0.0,1.7,2.5,,0.0,0.0,,,,,,,,1.3,9.4
480,Mason Tipton   NO,WR,13,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,3.3,1.9,0.0,0.1,4.1,,,0.7,9.4
483,Darius Cooper   PHI,WR,13,0.0,0.0,0.0,,,,,0.0,BYE,0.0,0.0,0.7,0.0,1.9,2.9,0.0,0.4,3.3,0.7,9.2
484,Tanner Conner   NYG,TE,9,2.0,0.0,1.3,0.0,1.6,0.8,2.8,0.6,0.0,,,,,BYE,,,,,1.0,9.1
484,Trayveon Williams   CLE,RB,7,,,,,,,,,BYE,0.0,-0.1,,,0.0,0.7,5.5,1.0,2.0,1.3,9.1
486,David Martin-Robinson   TEN,TE,15,0.0,,0.0,,0.0,6.1,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.6,0.0,0.0,0.9,1.4,0.6,9.0
486,Michael Bandy   DEN,WR,4,,,,,,,,,-0.4,0.0,,BYE,,,8.0,,1.4,,2.3,9.0
488,Phil Mafah   DAL,RB,1,,,,,,,,,,BYE,,,,,,,,8.9,8.9,8.9
488,Nick Westbrook-Ikhine   MIA,WR,15,0.7,1.8,0.0,0.1,0.0,0.0,1.6,1.8,2.2,0.7,0.0,BYE,0.0,0.0,0.0,,,0.0,0.6,8.9
490,Trevor Etienne   CAR,RB,17,0.4,0.2,-2.0,3.3,2.9,1.7,0.0,1.6,0.0,0.0,0.2,0.0,0.4,BYE,0.0,0.0,0.0,0.0,0.5,8.7
490,Drew Ogletree   IND,TE,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,6.8,0.8,0.0,0.0,1.1,,,0.6,8.7
492,Najee Harris   LAC,RB,3,1.0,4.8,2.8,,,,,,,,,BYE,,,,,,,2.9,8.6
492,Malik Heath   ATL,WR,11,0.0,3.7,0.0,0.9,BYE,0.0,0.0,2.9,1.1,0.0,,0.0,0.0,,,,,,0.8,8.6
494,Will Shipley   PHI,RB,15,2.6,,,0.0,0.4,0.0,0.7,0.2,BYE,3.4,0.0,0.0,1.1,0.3,0.0,-1.7,0.2,1.3,0.6,8.5
495,Noah Brown   WAS,WR,4,2.7,0.9,,,,,,,,,,BYE,,1.9,2.8,,,,2.1,8.3
495,Ronnie Bell   NO,WR,2,,,,,,,,,,,BYE,,,,,,0.0,8.3,4.2,8.3
497,Max Brosmer   MIN,QB,7,,,1.2,,-0.1,BYE,,0.5,,,,,0.9,,,1.8,3.6,0.3,1.2,8.2
498,Austin Ekeler   WAS,RB,3,5.7,2.4,,,,,,,0.0,,,BYE,,,,,,,2.7,8.1
498,Josiah Deguara   ARI,TE,12,,0.0,,,,,0.0,BYE,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,7.5,0.7,8.1
500,Cade Stover   HOU,TE,9,2.2,,,,,BYE,,,,,0.0,0.0,1.9,0.0,2.2,0.7,0.0,0.9,0.9,7.9
501,Kaleb Johnson   PIT,RB,10,-0.2,0.1,,2.2,BYE,1.5,,,1.3,0.3,1.5,,0.3,0.4,0.4,,,,0.8,7.8
501,British Brooks   HOU,RB,13,,,,0.0,1.5,BYE,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.6,7.8
503,Corey Kiner   ARI,RB,4,,,,,,,,BYE,,,,,,,1.1,3.2,0.2,2.8,1.8,7.3
504,Cam Akers   SEA,RB,4,,,1.9,,5.3,,,BYE,,,,,,,,,0.0,0.0,1.8,7.2
505,Ray-Ray McCloud III   NYG,WR,6,5.1,0.0,2.0,-0.7,,,,,0.5,0.0,,,,BYE,,,,,1.2,6.9
506,Xavier Weaver   ARI,WR,9,,,,0.0,,,0.0,BYE,0.0,,1.5,0.9,0.0,,,1.9,2.4,0.0,0.7,6.7
507,Devin Culp   TB,TE,11,,,,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,6.6,,,,0.6,6.6
508,Arian Smith   NYJ,WR,16,0.0,-0.2,0.2,0.0,1.4,0.0,0.0,2.3,BYE,1.3,0.0,0.8,,0.0,0.0,0.0,0.5,0.2,0.4,6.5
508,James Proche II   TEN,WR,9,,,,,,,,0.0,0.0,BYE,,4.2,1.3,0.0,0.0,0.0,0.5,0.5,0.7,6.5
510,Scotty Miller   PIT,WR,13,0.0,0.0,0.0,0.0,BYE,0.0,0.9,,,,0.0,0.0,,0.0,0.0,1.9,2.5,0.9,0.5,6.2
511,Alec Ingold   MIA,RB,17,0.1,1.3,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.6,0.0,BYE,0.0,0.0,0.4,0.9,0.0,0.3,0.4,6.1
511,AJ Dillon   PHI,RB,7,1.0,1.9,0.0,1.7,1.2,0.0,,,BYE,,,,,,,,,0.3,0.9,6.1
513,Charlie Jones   CIN,WR,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,BYE,0.0,0.0,0.0,0.0,0.0,,,,0.4,6.0
513,Hassan Haskins   LAC,RB,13,0.0,0.0,0.0,0.0,1.5,2.3,0.5,,0.0,0.0,,BYE,,0.0,,1.4,0.0,0.3,0.5,6.0
515,Foster Moreau   NO,TE,11,,,,,0.0,0.9,0.0,0.0,0.0,1.6,BYE,0.0,1.3,1.6,0.0,0.5,,,0.5,5.9
516,Ty Chandler   MIN,RB,3,0.0,,,,,BYE,,,,,,,,,,,2.4,3.4,1.9,5.8
517,Cooper Rush   BAL,QB,4,,-0.4,,2.1,4.2,-0.1,BYE,,,,,,,,,,,,1.4,5.7
518,Zamir White   LV,RB,5,0.8,1.3,2.3,,,,,BYE,,,,,,,,,0.2,1.0,1.1,5.6
518,Khalil Herbert   NYJ,RB,5,,,,,0.0,,,,BYE,,,,,0.0,0.5,,0.5,4.6,1.1,5.6
520,Tahj Brooks   CIN,RB,12,0.0,0.0,1.7,0.0,,,0.0,0.0,0.1,BYE,0.5,0.5,,,0.0,0.7,1.9,,0.5,5.4
520,Evan Hull   NO,RB,6,,,,,,,,,,,BYE,,1.5,1.0,1.2,0.3,0.3,1.1,0.9,5.4
520,Gage Larvadain   CLE,WR,13,,,,,0.0,2.2,0.0,0.3,BYE,0.0,0.0,0.0,0.3,1.8,0.8,0.0,0.0,0.0,0.4,5.4
523,Robbie Chosen   WAS,WR,3,,,,,,,3.6,,,1.7,0.0,BYE,,,,,,,1.8,5.3
523,Anthony Firkser   DET,TE,7,,,,,,,,BYE,,,,0.0,0.4,0.7,0.0,4.0,0.0,0.2,0.8,5.3
525,Stone Smartt   NYJ,TE,9,,,,0.0,,0.0,,,BYE,0.0,,,0.0,0.0,0.0,3.4,1.8,0.0,0.6,5.2
526,Eric Saubert   SEA,TE,11,0.0,0.0,1.2,0.0,0.0,0.0,0.0,BYE,,,,,,,0.9,2.0,0.0,1.0,0.5,5.1
527,Charlie Woerner   ATL,TE,17,0.0,0.0,-0.5,0.0,BYE,0.0,0.0,0.0,0.0,1.4,0.0,2.4,0.0,0.0,1.2,0.3,0.0,0.0,0.3,4.8
527,Dareke Young   SEA,WR,9,,0.0,1.2,0.0,3.6,0.0,0.0,BYE,,,,,,,,0.0,0.0,0.0,0.5,4.8
527,Mason Kinsey   TEN,WR,10,,,,,,,0.0,0.0,0.0,BYE,1.4,0.0,,0.0,0.0,0.0,3.4,0.0,0.5,4.8
527,Brenden Bates   CLE,TE,9,,,,0.0,2.3,,0.0,,BYE,,0.0,0.0,,,0.0,0.0,1.9,0.6,0.5,4.8
527,Aidan O'Connell   LV,QB,1,,,,,,,,BYE,,,,,,,,,,4.8,4.8,4.8
532,Ronnie Rivers   LAR,RB,7,,,,,,,0.0,BYE,,,,,0.0,4.1,0.0,0.0,0.5,0.0,0.7,4.6
532,Austin Trammell   JAC,WR,6,,,,,,,,BYE,0.0,3.3,1.3,0.0,0.0,0.0,,,,,0.8,4.6
534,Cedrick Wilson Jr.   MIA,WR,10,,,,,,,,0.2,0.7,0.0,0.0,BYE,1.6,0.0,0.0,1.1,0.8,0.0,0.4,4.4
535,Dee Eskridge   MIA,WR,13,0.9,0.8,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,BYE,0.0,0.0,0.0,0.0,,,0.3,4.2
535,Dylan Drummond   ATL,WR,9,,,,,BYE,,,0.0,0.0,,,1.8,0.3,2.1,0.0,0.0,0.0,0.0,0.5,4.2
537,Xavier Restrepo   TEN,WR,2,,,,,,,,,,BYE,,2.6,1.5,,,,,,2.1,4.1
538,Julius Chestnut   TEN,RB,17,0.2,0.0,2.6,0.0,0.3,0.0,0.0,0.5,0.0,BYE,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.2,4.0
538,Kylen Granson   PHI,TE,17,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,4.0
538,Nathan Carter   ATL,RB,4,,0.0,2.6,,BYE,,,1.4,,,,,,,,,,0.0,1.0,4.0
541,Shane Buechele   KC,QB,1,,,,,,,,,,BYE,,,,,,,,3.9,3.9,3.9
542,Braxton Berrios   HOU,WR,4,,,,,,BYE,-0.1,3.8,0.0,0.0,,,,,,,,,0.9,3.7
543,Dameon Pierce   KC,RB,5,0.5,,,,2.1,,,0.0,,0.0,,,,,,,,1.0,0.7,3.6
543,Albert Okwuegbunam Jr.   LV,TE,1,,,,,3.6,,,BYE,,,,,,,,,,,3.6,3.6
543,Tom Kennedy   DET,WR,6,,,,,,,,BYE,,,,,3.6,0.0,0.0,0.0,0.0,0.0,0.6,3.6
546,Jalin Hyatt   NYG,WR,8,,,0.0,0.0,0.0,1.7,0.0,,0.0,,1.8,,,BYE,0.0,,,,0.4,3.5
546,Keleki Latu   BUF,TE,5,,,,,,,BYE,,,,0.4,0.0,0.0,,,,0.0,3.1,0.7,3.5
548,Velus Jones Jr.   SEA,WR,6,0.0,,0.0,0.0,0.0,,,BYE,,,,,,3.2,0.0,,,,0.5,3.2
548,Nikko Remigio   KC,WR,14,0.0,2.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,,0.0,0.0,,,0.2,3.2
548,Tyler Goodson   IND,RB,11,,,0.6,0.0,,,,0.2,0.8,0.4,BYE,0.0,0.0,0.0,0.0,0.9,,0.3,0.3,3.2
548,Deven Thompkins   ATL,WR,7,,,,,BYE,0.0,,,,,,,2.8,0.4,0.0,0.0,0.0,0.0,0.5,3.2
552,KhaDarel Hodge   ATL,WR,12,0.0,0.0,0.0,,BYE,0.0,0.0,3.1,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.3,3.1
552,Jalen Brooks   ARI,WR,6,,,,,0.0,,,BYE,,,,,,3.2,-0.1,0.0,0.0,0.0,0.5,3.1
554,Justin Watson   HOU,WR,3,2.7,0.3,,,,BYE,,,,,,,,,,,,0.0,1.0,3.0
554,Ben Sims   MIN,TE,9,,,,,,0.0,,,,0.0,,0.0,0.0,0.9,0.0,0.0,0.3,1.8,0.3,3.0
554,Clayton Tune   GB,QB,2,,,,,BYE,,,,,,,,,,,,-0.7,3.7,1.5,3.0
557,Teddy Bridgewater   TB,QB,4,,,,,,,-0.1,0.0,BYE,,-0.1,3.1,,,,,,,0.7,2.9
558,Reggie Gilliam   BUF,RB,17,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.6,0.2,2.8
558,James Mitchell   CAR,TE,5,,,,1.7,1.1,0.0,,,,,,,0.0,BYE,,,,0.0,0.6,2.8
560,Devin Duvernay   CHI,WR,17,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.2,2.6
560,Jordan Watkins   SF,WR,5,,,,,,,,0.7,1.9,0.0,,,,BYE,0.0,0.0,,,0.5,2.6
560,Tyson Bagent   CHI,QB,3,,1.8,,,BYE,,,,0.8,,0.0,,,,,,,,0.9,2.6
563,Tai Felton   MIN,WR,14,0.0,,0.9,0.0,0.0,BYE,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.6,,0.0,0.2,2.5
563,Beaux Collins   NYG,WR,9,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.8,0.0,,,,,BYE,,,,,0.3,2.5
563,Durham Smythe   CHI,TE,17,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.2,0.0,0.0,1.1,0.0,0.1,2.5
563,D'Ernest Johnson   NE,RB,6,,,,,,,0.0,,,0.1,0.6,,,BYE,,0.0,0.5,1.3,0.4,2.5
563,Jonathan Mingo   DAL,WR,6,,,,,,,,,,BYE,,0.0,,0.0,2.5,0.0,0.0,0.0,0.4,2.5
568,Jelani Woods   NYJ,TE,6,,0.0,,,,,,0.0,BYE,,,,,,0.0,0.0,0.4,2.0,0.4,2.4
569,Tay Martin   WAS,WR,3,,,,1.4,0.9,0.0,,,,,,BYE,,,,,,,0.8,2.3
570,Clyde Edwards-Helaire   KC,RB,2,,,,,,,,,0.5,BYE,,1.7,,,,,,,1.1,2.2
571,Trent Sherfield Sr.   ARI,WR,12,0.3,0.3,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.2,2.1
571,Joshua Dobbs   NE,QB,4,,,,-0.2,,,0.3,,,,,,,BYE,,,1.1,0.9,0.5,2.1
571,DeeJay Dallas   JAC,RB,5,,,,,0.0,0.0,,BYE,,,,,,,,0.0,2.1,0.0,0.4,2.1
574,Shane Zylstra   DET,TE,5,0.0,,,,,,,BYE,,,,,,,0.0,2.0,0.0,0.0,0.4,2.0
574,Jake Bobo   SEA,WR,11,,0.0,0.0,1.7,0.0,0.0,0.3,BYE,,,,0.0,,0.0,0.0,,0.0,0.0,0.2,2.0
574,Jacardia Wright   SEA,RB,1,,,2.0,,,,,BYE,,,,,,,,,,,2.0,2.0
574,Jared Wayne   HOU,WR,1,,,,,,BYE,,2.0,,,,,,,,,,,2.0,2.0
574,Britain Covey   PHI,WR,6,,,,,,,,,BYE,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.3,2.0
579,Tucker Fisk   LAC,TE,10,,,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.7,0.0,BYE,0.0,,,,,,0.2,1.9
579,Brandon Allen   TEN,QB,1,,,,,,,,,,BYE,,,,,,,,1.9,1.9,1.9
581,Tip Reiman   ARI,TE,5,1.0,0.0,0.8,0.0,0.0,,,BYE,,,,,,,,,,,0.4,1.8
581,Colson Yankoff   WAS,TE,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.4,BYE,1.4,0.0,0.0,,0.0,0.0,0.1,1.8
583,Roschon Johnson   CHI,RB,6,,0.0,0.0,0.0,BYE,0.6,1.1,,,,0.0,,,,,,,,0.3,1.7
583,Tahj Washington   MIA,WR,6,,,,,0.0,,,,-0.9,0.0,0.0,BYE,,,,,0.0,2.6,0.3,1.7
583,David Moore   CAR,WR,4,0.0,0.0,0.5,1.2,,,,,,,,,,BYE,,,,,0.4,1.7
583,Zaire Mitchell-Paden   NO,TE,8,0.0,0.0,0.0,0.0,0.3,0.0,,,,1.4,BYE,0.0,,,,,,,0.2,1.7
587,Will Mallory   IND,TE,2,,,,,0.0,,,,,,BYE,,,,,,1.6,,0.8,1.6
588,Lucas Krull   DEN,TE,4,0.6,0.0,0.9,,,,,0.0,,,,BYE,,,,,,,0.4,1.5
588,Tim Jones   JAC,WR,4,0.0,0.0,,,,,,BYE,1.5,0.0,,,,,,,,,0.4,1.5
588,Jakobie Keeney-James   GB,WR,1,,,,,BYE,,,,,,,,,,,,,1.5,1.5,1.5
591,Ben Yurosek   MIN,TE,12,0.0,0.0,0.0,,,BYE,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.9,0.1,1.4
591,Zach Wilson   MIA,QB,4,1.6,,,,,,,0.0,,,,BYE,,-0.2,,,,0.0,0.3,1.4
593,Alex Bachman   LV,WR,13,0.0,0.0,0.0,,0.9,0.0,0.0,BYE,0.0,0.0,,0.0,0.0,,,0.3,0.0,0.0,0.1,1.2
593,Anthony Richardson Sr.   IND,QB,2,,,-0.1,,1.3,,,,,,BYE,,,,,,,,0.6,1.2
595,Jacob Saylors   DET,RB,11,0.0,0.0,0.0,1.1,0.0,,0.0,BYE,0.0,,0.0,0.0,,0.0,,0.0,,,0.1,1.1
595,Payne Durham   TB,TE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.1,1.1
595,Josh Williams   TB,RB,2,,,,,0.0,,,1.1,BYE,,,,,,,,,,0.6,1.1
595,Patrick Ricard   BAL,RB,12,,,,,,0.0,BYE,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,1.1
595,Sal Cannella   CLE,TE,2,,,,,,,,,BYE,,,,,,,,1.1,0.0,0.6,1.1
600,Moliki Matavao   NO,TE,6,0.0,0.0,,0.0,,,,,,,BYE,,,,,0.0,1.0,0.0,0.2,1.0
600,Quentin Skinner   NYJ,WR,1,,,,,,,,,BYE,,,,,,,,,1.0,1.0,1.0
602,Bryce Oliver   TEN,WR,3,0.8,0.0,,,,,,,,BYE,,,,,,,,0.0,0.3,0.8
602,Andre Baccellia   ARI,WR,5,,,,,,,,BYE,,,0.5,0.0,0.0,0.3,0.0,,,,0.2,0.8
602,Amar Johnson   LAC,RB,1,,,,,,,,,,,0.8,BYE,,,,,,,0.8,0.8
605,Chris Manhertz   NYG,TE,17,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.7
605,Harrison Bryant   HOU,TE,12,,0.0,0.0,0.0,0.5,BYE,0.0,0.0,0.2,0.0,,,,,0.0,0.0,0.0,0.0,0.1,0.7
605,Ross Dwelley   CAR,TE,10,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.3,0.4,,,,,0.1,0.7
605,Cam Grandy   CIN,TE,5,,,0.6,0.0,,,0.0,,,BYE,,,,,0.0,0.1,,,0.1,0.7
605,Kalel Mullings   TEN,RB,5,,,,,,,,,,BYE,,0.0,0.0,,0.3,0.0,0.4,,0.1,0.7
605,Dylan Laube   LV,RB,17,0.0,1.7,0.2,0.0,0.0,0.0,0.4,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-2.0,0.0,0.7
605,Gardner Minshew II   KC,QB,4,,,,-0.3,,,-0.3,,,BYE,,,,,-0.1,1.4,,,0.2,0.7
612,Anthony Gould   IND,WR,11,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,,,BYE,0.0,0.0,0.3,,,,,0.1,0.6
612,Owen Wright   TB,RB,3,,,,,,0.0,,,BYE,,0.0,0.6,,,,,,,0.2,0.6
612,Myles Gaskin   SEA,RB,1,,,,,,,,BYE,,,,,0.6,,,,,,0.6,0.6
615,Craig Reynolds   NE,RB,6,0.0,0.4,,0.0,0.0,0.0,,,,0.0,,,,BYE,,,,,0.1,0.4
615,Feleipe Franks   ATL,QB,12,0.0,,,0.0,BYE,0.2,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,0.0,,0.0,0.0,0.4
615,Blake Whiteheart   CLE,TE,16,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,BYE,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
615,Sione Vaki   DET,RB,8,,,0.0,,,,,BYE,0.0,0.4,,,0.0,0.0,0.0,,0.0,0.0,0.1,0.4
615,Jalen Royals   KC,WR,7,,,,0.0,0.0,0.0,0.0,,,BYE,,,,,,0.0,0.0,0.4,0.1,0.4
615,Jared Wiley   KC,TE,4,,,,,,,,,,BYE,,,0.4,,,0.0,0.0,0.0,0.1,0.4
621,Carter Runyon   LV,TE,11,,,,,0.0,0.0,0.3,BYE,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.3
621,Drake Dabney   GB,TE,2,,,,,BYE,,,,,,,,,,,,0.0,0.3,0.2,0.3
621,Samori Toure   NO,WR,1,,,,,,,,,,,BYE,,,,,,,0.3,0.3,0.3
624,Kendall Milton   CIN,RB,1,,,,,,,,,,BYE,0.2,,,,,,,,0.2,0.2
625,Robert Tonyan   KC,TE,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1
625,Pharaoh Brown   ARI,TE,7,,,,,,,,BYE,,,0.0,0.0,0.0,0.0,0.1,0.0,,0.0,0.0,0.1
625,Malik Cunningham   DET,QB,1,,,,,,,,BYE,,,,,,0.1,,,,,0.1,0.1
625,Drew Lock   SEA,QB,5,,,0.5,,,,,BYE,0.0,-0.4,,,0.0,0.0,,,,,0.0,0.1
629,Teagan Quitoriano   ATL,TE,15,0.0,0.0,0.0,0.0,BYE,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,Justin Shorter   LV,WR,5,0.0,,0.0,0.0,,0.0,0.0,BYE,,,,,,,,,,,0.0,0.0
629,Jakob Johnson   HOU,RB,7,0.0,0.0,0.0,,,BYE,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0
629,Travis Vokolek   ARI,TE,3,0.0,0.0,,,0.0,,,BYE,,,,,,,,,,,0.0,0.0
629,Jeremiah Webb   NE,WR,2,0.0,,,,,,,,,,,,,BYE,,,,0.0,0.0,0.0
629,Jack Westover   NE,TE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0
629,Russell Gage Jr.   SF,WR,1,0.0,,,,,,,,,,,,,BYE,,,,,0.0,0.0
629,Patrick Murtagh   DEN,TE,1,0.0,,,,,,,,,,,BYE,,,,,,,0.0,0.0
629,Jeff Wilson Jr.   MIA,RB,2,0.0,,,,,,,,,,,BYE,,,,,,0.0,0.0,0.0
629,DeAndre Carter   CLE,WR,5,0.0,0.0,0.0,0.0,,,,,BYE,,,0.0,,,,,,,0.0,0.0
629,Brady Russell   SEA,TE,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
629,Isaac Guerendo   SF,RB,8,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BYE,,,,,0.0,0.0
629,Jason Brownlee   KC,WR,6,0.0,0.0,0.0,,0.0,0.0,,,,BYE,,,,,,,,0.0,0.0,0.0
629,Ulysses Bentley IV   IND,RB,1,0.0,,,,,,,,,,BYE,,,,,,,,0.0,0.0
629,Ko Kieft   TB,TE,3,0.0,0.0,0.0,,,,,,BYE,,,,,,,,,,0.0,0.0
629,Robbie Ouzts   SEA,TE,12,0.0,0.0,0.0,,,,,BYE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
629,Cameron Latu   PHI,TE,15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
629,Jordan Mims   TEN,RB,1,,0.0,,,,,,,,BYE,,,,,,,,,0.0,0.0
629,Brayden Willis   SF,TE,6,,0.0,0.0,0.0,0.0,0.0,,,,,,,,BYE,,,0.0,,0.0,0.0
629,James Winchester   KC,TE,3,,0.0,0.0,,,,,,,BYE,,,,,,0.0,,,0.0,0.0
